Title;Year;Medium;Description;Creator/Editor;Company/Publisher;Language;Theme;Math. Content?;Ed. Level;Link
Visions of Numberland;2017;Colouring book;A 'mathemagical' colouring book, with 60 patterns to colour and 10 more that YOU create! (US title: Patterns of the Universe) ;Alex Bellos;Bloomsbury Publishing;English;Mathematics in everyday life | Patterns;Some;All;https://www.akademika.no/realfag/naturvitenskap-filosofi-teori-og-metode/visions-numberland/9781408888988
Visual IQ-tests ;2004;Book;"""These colorful puzzles are bright, playful, and imaginative—and anyone who wants to ace these entertaining, inspirational IQ tests should be, too. They train you to think logically and see three-dimensionally, to use math to find inventive solutions, and to work creatively: in short, they both assess your IQ and help improve it."" ~Goodreads";Jola Sigmond;Sterling;English;Problem solving;Little;All;https://www.goodreads.com/book/show/1959865.Visual_IQ_Tests
Vsauce;2007–;YouTube; YouTube brand created by American educator Michael Stevens. The channels feature videos on scientific, psychological, mathematical, and philosophical topics, as well as gaming, technology, popular culture, and other general interest subjects.;Michael Stevens;-;English;Misc.;;All;https://www.youtube.com/@Vsauce
Weapons of Math Destruction;2016;Book;"We live in the age of the algorithm. Increasingly, the decisions that affect our lives--where we go to school, whether we can get a job or a loan, how much we pay for health insurance--are being made not by humans, but by machines. In theory, this should lead to greater fairness: Everyone is judged according to the same rules.
But as mathematician and data scientist Cathy O'Neil reveals, the mathematical models being used today are unregulated and uncontestable, even when they're wrong. Most troubling, they reinforce discrimination--propping up the lucky, punishing the downtrodden, and undermining our democracy in the process.";Cathy O' Neil;Crown;English;Statistics;Some;Adults;https://www.goodreads.com/book/show/28186015-weapons-of-math-destruction
Weird Maths: At the Edge of Infinity and Beyond ;2018;Book;Part one of a series that takes a look at a number of fascinating stories, anecdotes, phenomena and curiosities from the world of mathematics. ;David Darling | Agnijo Banerjee;Oneworld Publications;English;Misc.;Yes;8–13;https://www.goodreads.com/book/show/55930141-weird-maths
Weirder Maths: At the Edge of Impossible;2019;Book;Part two of a series takes a look at a number of fascinating stories, anecdotes, phenomena and curiosities from the world of mathematics. ;David Darling | Agnijo Banerjee;Oneworld Publications;English;Misc.;Yes;8–13;https://www.goodreads.com/en/book/show/41972039
Weirdest Maths: At the Frontier of Reason ;2021;Book;Part three of a series takes a look at a number of fascinating stories, anecdotes, phenomena and curiosities from the world of mathematics. ;David Darling | Agnijo Banerjee;Oneworld Publications;English;Misc.;Yes;8–13;https://www.goodreads.com/book/show/48838249-weirdest-maths
What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions;2022;Book;Before you go on a cosmic road trip, feed the residents of New York City to a T. rex, or fill every church with bananas, be sure to consult this practical guide for impractical ideas. Unfazed by absurdity, Munroe consults the latest research on everything from swing-set physics to airliner catapult–design to answer his readers’ questions, clearly and concisely, with illuminating and occasionally terrifying illustrations. As he consistently demonstrates, you can learn a lot from examining how the world might work in very specific extreme circumstances.;Randall Munroe;Riverhead Books;English;Misc.;Yes;All;https://www.amazon.com/What-Additional-Scientific-Hypothetical-Questions/dp/0525537112/ref=sr_1_3?adgrpid=170454257948&dib=eyJ2IjoiMSJ9.DxcaVwsoMjKz0oqxA2SwjrDeeNocpycoOGjYHhRtJAdtWJckTpttpJ8Qoj4lB2PF06PCdHSk-kD2mPf8gTTo0ppj5hU6ikhhHdRY_sj75gOXrLRUjRzoWtj_oCG2RGh4RhaH_4QAnd2Y4d--M756uGrhYa55Cm-MyCGc7L7E72as552FHqlyUyX6aTjpc_ap89_SKP9O51P7rs9babwm74DPOC7Lud1igzXhviOfjyM.zwxgSqRHYGQwhvwwDhXN2wcZywOOIKnWrtyS8oxxTFI&dib_tag=se&hvadid=698426638220&hvdev=c&hvlocphy=9198600&hvnetw=g&hvqmt=e&hvrand=2041654728268930197&hvtargid=kwd-299120856366&hydadcr=20491_13536627&keywords=what+if+book&mcid=592bb0e1ee3331598962d6bc65690f2a&qid=1746347387&sr=8-3
What If?: Serious Scientific Answers to Absurd Hypothetical Questions;2014;Book;Comical scientific portrayal of absurd issues.;Randall Munroe;Mariner Books;English;Misc.;Little;8–13;https://www.amazon.com/What-If-Scientific-Hypothetical-Questions-ebook/dp/B00IYUYF4A/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=&sr=
What Is Math Good For, Anyway?;2024;Book;"Bennie HATES math—the boring numbers, the plus and minus symbols, and his careless mistakes.

But one day, Bennie discovers that math can be used in some unexpected places, like the cafeteria, playground, and even his favorite ice cream parlor. Could it be that there’s more to math than just making Bennie miserable?

Join Bennie on another adventure as his question, “What is math good for, anyway?” is answered. Filled with math, humor, and valuable lessons, this book is the perfect addition to home and school libraries.";Nicole Frankel;Nicole Frankel Books;English;Misc.;Yes;1–7;https://www.amazon.com/What-Math-Anyway-Nicole-Frankel/dp/B0D5HNWX9Z
What Is Mathematics? An Elementary Approach to Ideas and Methods;1941;Book;"What Is Mathematics? is a maths book written by Richard Courant and Herbert Robbins, published in England by Oxford University Press. It is an introduction to mathematics, intended both for the mathematics student and for the general public.

First published in 1941, it discusses number theory, geometry, topology and calculus. A second edition was published in 1996 with an additional chapter on recent progress in mathematics, written by Ian Stewart.";Herbert Robbins | Richard Courant;Oxford Paperbacks;English;Number theory | Geometry | Topology | Calculus;Yes;;https://www.amazon.com/Mathematics-Elementary-Approach-Ideas-Methods/dp/0195105192
What's Happening in the Mathematical Sciences 1993, Vol. 01;1993;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Barry Cipra ;American Mathematical Society;English;Proof;Yes;10–13;https://www.goodreads.com/book/show/6859775-what-s-happening-in-the-mathematical-sciences
What's Happening in the Mathematical Sciences 1994, Vol. 02;1994;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Barry Cipra ;American Mathematical Society;English;Proof;Yes;10–13;https://www.goodreads.com/book/show/5805638-what-s-happening-in-the-mathematical-sciences-v-2-paperback?from_search=true&from_srp=true&qid=l5UAqtFYBI&rank=6
What's Happening in the Mathematical Sciences, Vol. 03: 1995-1996;1996;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Barry Cipra ;American Mathematical Society;English;Proof;Yes;10–13;https://www.goodreads.com/book/show/5805637-what-s-happening-in-the-mathematical-sciences-vol-3
What's Happening in the Mathematical Sciences, Vol. 04: 1998-99;1998;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Barry Cipra ;American Mathematical Society;English;Proof;Yes;10–13;https://www.goodreads.com/book/show/6859774-what-s-happening-in-the-mathematical-sciences-1998-99?from_search=true&from_srp=true&qid=l5UAqtFYBI&rank=5
What's Happening in the Mathematical Sciences, Vol. 05;2002;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Barry Cipra ;American Mathematical Society;English;Proof;Yes;10–13;https://www.goodreads.com/book/show/6859773-what-s-happening-in-the-mathematical-sciences?from_search=true&from_srp=true&qid=l5UAqtFYBI&rank=2
What's Happening in the Mathematical Sciences, Vol. 06;2006;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Dana Mackenzie;American Mathematical Society;English;Proof;Yes;10–13;https://www.goodreads.com/book/show/271188.What_s_Happening_in_the_Mathematical_Sciences_Vol_6?from_search=true&from_srp=true&qid=l5UAqtFYBI&rank=3
What's Happening in the Mathematical Sciences, Vol. 07;2008;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Dana Mackenzie;American Mathematical Society;English;Proof;Yes;10–13;https://www.goodreads.com/en/book/show/8040888
What's Happening in the Mathematical Sciences, Vol. 08;2010;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Dana Mackenzie;Eurospan;English;Proof;Yes;10–13;https://www.goodreads.com/book/show/10250686-what-s-happening-in-the-mathematical-sciences-vol-8
What's Happening in the Mathematical Sciences, Vol. 09;2013;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Dana Mackenzie;American Mathematical Society;English;Proof;Yes;10–13;https://www.goodreads.com/book/show/17876516-what-s-happening-in-the-mathematical-sciences
What's Happening in the Mathematical Sciences, Vol. 10;2016;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Dana Mackenzie;American Mathematical Society;English;Proof;Yes;10–13;https://www.goodreads.com/en/book/show/28797182
What's Happening in the Mathematical Sciences, Vol. 11;2019;Book;Collects a number of recent, important events in the world of mathematics and summarises them for a broad audience. ;Dana Mackenzie;American Mathematical Society;English;Proof;Yes;10–13;https://www.amazon.com/Whats-Happening-Mathematical-Sciences-Mathermatical/dp/1470441632
What's the Name of this Book;1978;Book;If you're intrigued by puzzles and paradoxes, these 200 mind-bending logic puzzles, riddles, and diversions will thrill you with challenges to your powers of reason and common sense. Raymond M. Smullyan — a celebrated mathematician, logician, magician, and author — presents a logical labyrinth of more than 200 increasingly complex problems. The puzzles delve into Gödel's undecidability theorem and other examples of the deepest paradoxes of logic and set theory. Detailed solutions follow each puzzle.;Raymond M. Smullyan;Touchstone Books ;English;Puzzles | Logic;Yes;All;https://www.goodreads.com/book/show/493576.What_Is_the_Name_of_This_Book_
When Least is Best;2003;Book;What is the best way to photograph a speeding bullet? Why does light move through glass in the least amount of time possible? How can lost hikers find their way out of a forest? What will rainbows look like in the future? Why do soap bubbles have a shape that gives them the least area?;Paul J. Nahin;Princeton University Press;English;History of Mathematics | Calculus;Yes;All;https://www.goodreads.com/book/show/1267121.When_Least_Is_Best?from_search=true&from_srp=true&qid=yvJ0cAcJX2&rank=1
Why Machines Learn: The Elegant Math Behind Modern AI;2024;Book;Anil Ananthaswamy explains the fundamental math behind machine learning, while suggesting intriguing links between artificial and natural intelligence. Might the same math underpin them both?;Anil Ananthaswamy;Dutton;English;;;;
